X,Y
36.024753204655966, 1.0007661706203035
36.0748489759835, 1.0288198025637247
35.97465743332843, 0.9727125386768823
50.32562251362897, 1.009252983645204
50.38455871519078, 1.0422572565198172
50.269633122145265, 0.9778989244143215
66.37689700898777, 0.9979667010461176
65.54884337704432, 1.0342566671578015
66.30912037719169, 0.9600117872403124
78.8802121703256, 0.9998231913953145
78.95388242227789, 1.041078532488581
78.80359510829526, 0.9569176366583173
104.81508766759985, 1.023353469868867
103.97819360542213, 1.054692795049359
103.86032120229852, 0.9886842493001327
147.7000147340504, 1.0389126270811846
147.7560041255341, 1.0702666863120673
147.6440253425667, 1.007558567850302
209.63606895535582, 1.223102991012229
209.71268601738615, 1.2660085457492265
209.56239870340352, 1.1818476499189627
339.5373508177398, 1.467820833947252
339.608074259614, 1.5074259613967878
339.4695741859437, 1.4298659201414468
